FECHA ,FUENTE,TEXTO,LINK ,ETIQUETA
2 OCTUBRE DEL 2018,SEMANA,"Los acuerdos se dieron en una reunión entre gobernadores indígenas de diferentes etnias, líderes de Acilapp y funcionarios del Instituto Colombiano de Desarrollo Rural (Incoder), que los avalaron.                                                         Más pastos, menos selva. La invasión de tierras también la sufren siete familias de la etnia coreguaje, que pertenecen al asentamiento Chaibajú.",https://www.semana.com/impacto/articulo/la-ganaderia-arrasa-los-bosques-del-putumayo/41798/,GANADERIA
22 DICIEMBRE DEL 2022,EL ESPECTADOR,"Su ubicación estratégica, pues limita al norte con el río Pepino, al sur con la quebrada La Ardita y al oriente con el río Mocoa, convierten las más de 100 hectáreas que componen el área de conservación en un lugar fundamental para la flora y fauna de la selva amazónica, ya que es el principal lugar de paso y recuperación de animales víctimas de una de las problemáticas que más afecta al departamento por ser un lugar de extracción: el tráfico ilegal de fauna y flora. El Centro de Recepción y Recuperación de Animales Silvestres del CEA recibe anualmente cerca de 500 ejemplares decomisados por la autoridad ambiental.",https://www.elespectador.com/ciencia/la-finca-ganadera-que-transformo-la-conservacion-ambiental-en-el-putumayo-article/,FAUNA Y FLORA
27 DICIEMBRE DEL 2019,SEMANA,"Las imágenes captadas en los sobrevuelos realizados por la Fundación para la Conservación y el Desarrollo Sostenible (FCDS) entre noviembre y diciembre en varios parques nacionales naturales dejan en evidencia la magnitud del problema. Enormes parches de árboles talados se observan en los territorios estatales. Cicatrices que dan paso a la expansión ganadera o agrícola, o a la siembra de cultivos ilícitos.",https://www.semana.com/impacto/articulo/advierten-sobre-el-reinicio-de-deforestacion-en-parques-nacionales-naturales/48258/,DEFORESTACIÓN
5 NOVIEMBRE DEL 2020,NATIONAL GEOGRAFIC,"El humo emana de la Amazonia en llamas mientras las finas partículas de carboncillo caen suavemente sobre el suelo. En el último recuento, había más de 93 000 incendios activos en la Amazonia brasileña, un incremento de un 60 por ciento frente a la misma época el año pasado y la cifra más alta desde 2010. Además, según la NASA, los incendios de este año son más intensos que en años anteriores.",https://www.nationalgeographic.es/medio-ambiente/2019/09/antiguos-agricultores-quemaron-amazonia-incendios-modernos-diferentes,DEFORESTACIÓN
2 SEPTIEMBRE 2019,NATIONAL GEOGRAFIC,"La deforestación se ha intensificado en 2019, lo que ha provocado miles de incendios que arrasan el sur de la cuenca amazónica. Los datos del Instituto Nacional de Investigación Espacial de Brasil (INPE, por sus siglas en portugués) muestran un incremento de un 85 por ciento en los incendios respecto al 2018.",https://www.nationalgeographic.es/medio-ambiente/2019/08/incendios-amazonas-brasil-causados-por-deforestacion,DEFORESTACIÓN
09 FEBRERO 2022,EL PAIS,"“A pesar de que ya hay sitios con pocos remanentes de bosques, el tamaño de la deforestación y de las quemas sigue siendo enorme. Hay sitios que están quedando con un cambio de cobertura definitivo, algunos de ellos corresponden a corredores de conectividad ecológica que eran cruciales”, explica Botero, ya en tierra, en la sede de la FCDS en San José del Guaviare, a manera de balance. “Estamos entrando en un punto de inflexión. Es posible que antes haya habido más área deforestada, pero no necesariamente con esta intensidad”.",https://elpais.com/clima-y-medio-ambiente/2022-02-09/arde-la-amazonia-colombiana.html,DEFORESTACIÓN
13 DE ENERO DE 2022,W RADIO,"Una embarcación naufragó en el río con 12.000 galones de gasolina y 8.000 de Acpm. El barco “Luna Azul” de la empresa Transportes Caribe, que cubría la ruta Puerto Asís- Puerto Leguízam",https://www.wradio.com.co/2023/06/01/solucion-electrica-en-plato-magdalena-implica-intervencion-de-afinia-air-e/,
9 DE FEBRERO DE 2022,EL PAIS,"Arde la Amazonía colombiana
La deforestación desbocada dispara las alarmas de los ambientalistas. EL PAÍS sobrevuela las áreas más afectadas por la tala y quema de bosques. Las llamas devoran, una vez más, la Amazonía colombiana. Pocos minutos después de que la avioneta despega del aeropuerto de Villavicencio, la puerta de entrada a la inmensidad de las llanuras que dominan la mitad sur de Colombia, se comienza a observar las copiosas columnas de humo. ",https://elpais.com/clima-y-medio-ambiente/2022-02-09/arde-la-amazonia-colombiana.html,
17 DE JUNIO DE 2020,NOTICIAS CARACOL,"Las manos heróicas que están detrás de la reforestación del Amazonas durante la pandemia
Sus esfuerzos para detener la destrucción de la naturaleza son titánicos. En lo que va de confinamiento, más de 75 mil hectáreas han sido arrasadas.",https://noticias.caracoltv.com/informes-especiales/las-manos-heroicas-que-estan-detras-de-la-reforestacion-del-amazonas-durante-la-pandemia,
11 DE MARZO DE 2022,EL COLOMBIANO,"La Amazonia podría convertirse en una sabana en 50 años, según estudio
El calentamiento y los daños medioambientales están llevando a la Amazonia a un punto de no retorno que podría convertir, en medio siglo, a uno de los mayores ecosistemas del mundo en una árida sabana, advirtió un estudio en la revista Nature Communications.",https://www.elcolombiano.com/internacional/la-amazonia-podria-convertirse-en-una-sabana-por-danos-al-medio-ambiente-segun-estudio-JF12602964,
19 DE JULIO DE 2021,MONGABAY,"La minería en los ríos de esta zona no es ilegal solo porque carezca de permisos y títulos. También lo es porque viola las leyes de origen de los pueblos indígenas amazónicos como los bora miraña, makuna, uitoto y aduche, a lo largo de las cuencas. Según su cosmogonía, son los espíritus guardianes del agua los únicos que pueden autorizar la extracción del oro. A ellos nadie les ha vuelto a preguntar “y por eso es que llegan las desgracias”, afirma la lideresa uitoto Nazareth Cabrera.",https://es.mongabay.com/2021/07/mineria-ilegal-en-el-rio-caqueta-continua-el-peligro-para-los-indigenas-amazonicos-de-colombia/,
04 DE SEPTIEMBRE DE 2019,NATIONAL GEOGRAFIC," Ningún continente se ha librado del fuego, pero la zona de la que más se habla es de la gran cantidad de incendios que están destruyendo el Amazonas. Aún no se puede saber si el área afectada por incendios es mayor que la del año pasado, pero sí se conoce que, como apuntan desde Greenpeace, el número de incendios surgidos entre enero y finales de agosto ha sido un 145% mayor que en el mismo período de 2018. Aunque también es cierto que el número de incendios de este año no es mayor que la media de los últimos 18 años (desde que los satélites de la NASA son capaces de monitorizarlos), según los datos científicos.",https://www.nationalgeographic.com.es/naturaleza/diferencias-entre-incendios-amazonas-y-espana_14646,
18 DE JULIO DE2019 ,EL TIEMPO,"El estudio 'Contenido de mercurio en comunidades étnicas de la subregión planicie de la Amazonia colombiana' arroja datos alarmantes sobre las consecuencias del mercurio en la salud humana y en el ecosistema de los ríos Caquetá, Apaporis, Puré y Cotuhé. Este territorio ha estado expuesto a varias olas extractivas y conflictos que ponen en riesgo sus ecosistemas. Uno de los fenómenos que ha afectado la zona es la minería ilegal, actividad en la que se utiliza el mercurio, dice el estudio realizado a través de la Dirección Territorial Amazonia, y con el apoyo de la Universidad de Cartagena y la Fundación Gordon and Betty Moore",https://www.eltiempo.com/vida/medio-ambiente/cifras-sobre-el-mercurio-en-la-amazonia-389664,
09 DE ABRIL DE 2023,EL TIEMPO,"El aumento de la minería ilegal amenaza a un pueblo del Amazonas en aislamiento
Desde que comenzó la pandemia la minería ilegal en la Amazonia colombiana ha incrementado. Además de las problemáticas ambientales que trae el mercurio utilizado en estas actividades, monitoreos satelitales evidenciaron que desde 2020 ha aumentado más del 1.000 % sobre el río Puré y los mineros tienen enclaves en el Parque Nacional Natural Río Puré, a pocos kilómetros de un pueblo en aislamiento. Durante 2020, mientras las fronteras de los países estaban cerradas y aumentaban las cifras de contagios de covid-19, la presencia de la minería ilegal entre Colombia y Brasil ganó varios kilómetros. Las implicaciones de esta práctica, que usa contaminantes como el mercurio, son graves para los ríos y la salud de las comunidades circundantes.
",https://www.elespectador.com/ambiente/amazonas/el-aumento-de-la-mineria-ilegal-amenaza-a-un-pueblo-del-amazonas-en-aislamiento/,
01 DE ENERO DE 2023,EPSOCIAL,"Siete de cada diez habitantes de la Amazonía no tienen acceso al agua potable, pese a albergar el 20% de las reservas de agua dulce del planeta, según World Vision que ha lanzado la campaña Iniciativa de la Cuenca Amazónica, coincidiendo con el Día Mundial del Medio Ambiente.",https://www.europapress.es/epsocial/cooperacion-desarrollo/noticia-siete-cada-diez-habitantes-amazonia-no-tienen-acceso-agua-potable-20230531113848.html,
18 DE SEPTIEMBRE DE 2018,WORD ANIMAL PROTECTION,El delfin rosado ha sido cazado pore la carne del animal es usada como carnada para pescar el pez mota.,https://www.worldanimalprotection.cr/problema-matanza-del-delfin-rosado,
14 DE SEPTIEMBRE DE 2020,REUTERS,Jaguares quemados y tornados de fuego: incendios de humedales  son una desoladora advertencia,https://www.reuters.com/article/ambiente-brasil-pantanal-idLTAKBN2652TM,
2021-06-08 00:00:00,IAGUA,"El mercurio dorado amenaza el suelo y las aguas de la Amazonia

A la Amazonia se le reconoce como el bosque tropical y el sistema de ríos más grande del mundo. Es el lugar que alberga el 10% de la biodiversidad del planeta y se extiende por los territorios de 9 países en Latinoamérica. Es el hogar de más de 47 millones de personas, incluyendo 410 grupos indígenas.








",https://www.iagua.es/noticias/banco-mundial/mercurio-dorado-amenaza-suelo-y-aguas-amazonia,CONTAMINACIÓN
2021-09-01 00:00:00,Insight Crime,"Deforestación en la Amazonía colombiana: delimitación del problema

La deforestación es la cara más visible de los delitos ambientales en la Amazonía colombiana.

Desde 2016 aproximadamente, los bosques de la región comenzaron a registrar niveles acelerados de invasión y destrucción. Según el Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM) de Colombia, en 2013, año en que la entidad comenzó a producir su informe anual sobre monitoreo de la deforestación, se habían destruido 120.933 hectáreas de bosque. Sin embargo, en 2017 se deforestó un récord de 219.973 hectáreas en Colombia, un 23 por ciento más que en 2016



",https://es.insightcrime.org/investigaciones/deforestacion-amazonia-colombiana-delimitacion-problema/,DEFORESTACIÓN
2021-09-08 00:00:00,Insight Crime,"La minería ilegal en la Amazonía colombiana


A medida que los precios del oro se han disparado, los grupos criminales que antes se dedicaban exclusivamente al tráfico de drogas y armas han incursionado en la minería ilegal.











",https://es.insightcrime.org/investigaciones/mineria-ilegal-amazonia-colombiana/,MINERÍA
2021-09-30 00:00:00,wwf org,"Amazonia colombiana vive una crisis ambiental creciente 

El informe Un clima peligroso analiza las razones del aumento de la deforestación y la violencia contra defensores ambientales, y presenta recomendaciones para su protección.
En Colombia, el informe se presentará de manera oficial este viernes durantela Feria Internacional de Medio Ambiente, FIMA. ",https://www.wwf.org.co/?370297/ocho-organizaciones-advierten-sobre-la-grave-crisis-ambiental-y-de-derechos-humanos-que-vive-la-Amazonia-colombiana,DEFORESTACIÓN
2021-09-30 00:00:00,INFOBAE,"




Cultivos de coca y minería ilegal se dispararon en la Amazonía, advierte organización ambientalista

Este jueves el World Wildlife Fund (WWF) dio a conocer el informe ‘Un clima peligroso: deforestación, cambio climático y violencia contra defensores ambientales en la Amazonía colombiana’ en el que señalan que la desmovilización y el desarme de la Farc creó una especie de vacío de poder en esa zona lo que aumentó la explotación de recursos y de actividades económicas ilegales.










",https://www.infobae.com/america/colombia/2021/09/30/cultivos-de-coca-y-mineria-ilegal-se-dispararon-en-la-amazonia-advierte-organizacion-ambientalista/,MINERÍA
2021-10-01 00:00:00,France 24,"La Amazonía colombiana sufre una ""preocupante degradación ambiental""

Cultivos ilícitos, agricultura intensiva, minería ilegal narcotráfico producen una ""preocupante degradación ambiental"" en la Amazonía colombiana, cada vez más golpeada por la deforestación y los ataques contra ambientalistas, denunciaron este jueves varias ONGs.





",https://www.france24.com/es/minuto-a-minuto/20211001-la-amazon%C3%ADa-colombiana-sufre-una-preocupante-degradaci%C3%B3n-ambiental,DEFORESTACIÓN
2021-10-14 00:00:00,Mongabay Periodismo ambiental ,"La Amazonía colombiana se ha convertido en un “botín de guerra”


El informe ‘Un Clima Peligroso’ analiza las razones detrás del aumento de la deforestación y la violencia contra defensores ambientales en la Amazonía colombiana.
Las estrategias del Estado han sido principalmente militares y los operativos puntuales contra la deforestación no son suficientes para solucionar los problemas en una región donde se requiere presencia de todas las entidades del Estado y medidas efectivas para la protección de sus líderes ambientales.


",https://es.mongabay.com/2021/10/amazonia-colombiana-botin-de-guerra-informe/,DEFORESTACIÓN
2021-11-24 00:00:00,CENTRO LATINOAMERICANO DE INVESTIGACION PERIODISTICA ,"El ganado acorrala a la Amazonía

Desde 2016 la población vacuna que circunda a los parques nacionales colombianos La Macarena, Cordillera los Picachos, Tinigua y Serranía del Chiribiquete se ha más que duplicado. Quebrantan así la ecología de reserva que protege la selva más importante del planeta. ¿Por qué y cómo se han podido apropiar los particulares de tierras públicas reservadas?



",https://www.elclip.org/el-ganado-acorrala-a-la-amazonia/,DEFORESTACIÓN
2021-12-01 00:00:00,CONTEXTO GANADERO,"Disidencias de las Farc están destruyendo la Amazonía: Fiscalía

Desde hace varias semanas el sector ganadero viene recibiendo sendas críticas por la situación que ocurre en la Amazonía colombiana, en donde hay una importante deforestación de la selva por cuenta de prácticas como la ganadería extensiva, que están llevando a que se amplíe la frontera agrícola.








",https://www.contextoganadero.com/politica/disidencias-de-las-farc-estan-destruyendo-la-amazonia-fiscalia,DEFORESTACIÓN
2022-01-22 00:00:00,El Espectador ,"Minería ilegal en el Amazonas: otro fenómeno que agudizó la pandemia

Frente al cierre de fronteras en 2020 y la retracción del Gobierno de zonas como la Amazonia, la exploración ilegal de oro en río avanzó kilómetros. Este fenómeno no solo potenció el número de contagios de coronavirus en la región, sino que puso en riesgo a pueblos indígenas en aislamiento, ya que se han reportado balsas mineras hasta a 10 kilómetros de distancia.",https://www.elespectador.com/ambiente/amazonas/mineria-ilegal-en-el-amazonas-otro-fenomeno-que-agudizo-la-pandemia-noticias-colombia/,MINERÍA
2022-02-09 00:00:00,El País,"Arde la Amazonía colombiana

La deforestación desbocada dispara las alarmas de los ambientalistas. EL PAÍS sobrevuela las áreas más afectadas por la tala y quema de bosques








",https://elpais.com/clima-y-medio-ambiente/2022-02-09/arde-la-amazonia-colombiana.html,DEFORESTACIÓN
2022-02-09 00:00:00,EL PAÍS,"Arde la Amazonía colombiana



Las llamas devoran, una vez más, la Amazonía colombiana. Pocos minutos después de que la avioneta despega del aeropuerto de Villavicencio, la puerta de entrada a la inmensidad de las llanuras que dominan la mitad sur de Colombia, se comienza a observar las copiosas columnas de humo. 





",https://elpais.com/clima-y-medio-ambiente/2022-02-09/arde-la-amazonia-colombiana.html,DEFORESTACIÓN
2022-02-10 00:00:00,OPEN DEMOCRACY,"Incendios y derrames de hidrocarburos amenazan la Amazonía colombiana

Los incendios masivos en la Amazonía colombiana superan las cifras para el mes de enero de los últimos diez años, a lo que se añade al menos dos derrames de hidrocarburos.",https://www.opendemocracy.net/es/incendios-y-derrames-de-hidrocarburos-amenazan-amazonia-colombiana/,CONTAMINACIÓN
2022-06-01 00:00:00,El Espectador ,"La Amazonia colombiana fue la cuarta con más deforestación durante 2021

Un nuevo análisis presentado este miércoles por el Proyecto de Monitoreo de la Amazonia Andina (MAAP por sus siglas en inglés) revela los datos de la deforestación e incendios en la región Amazónica latinoamericana. Los datos, presentados por la Universidad de Maryland, indican que durante 2021 se perdieron aproximadamente dos millones de hectáreas de bosque primario en los nueve países del bioma amazónico.",https://www.elespectador.com/ambiente/la-amazonia-colombiana-fue-la-cuarta-con-mas-deforestacion-durante-2021/,DEFORESTACIÓN
2022-07-15 00:00:00,FCDS,"La Amazonia colombiana perdió 113.572 hectáreas de bosque


Desde abril del 2021 a marzo del 2022 la FCDS analizó un área que comprende algunos municipios de los departamentos del Guaviare, Caquetá y Meta. Además, esta vez se incluyó Puerto Leguízamo, Putumayo. Los datos arrojan un incremento de hectáreas deforestadas en Parques Nacionales y resguardos indígenas.
",https://fcds.org.co/publicaciones/la-amazonia-colombiana-perdio-113-572-hectareas-de-bosque/,DEFORESTACIÓN
2022-08-19 00:00:00,DW NOTICIAS,"Colombia propone fondo internacional para proteger la Amazonía


El presidente Gustavo Petro también llamó a la fuerza pública a capturar a los ""grandes depredadores de la selva amazónica"" colombiana.







",https://www.dw.com/es/colombia-propone-fondo-internacional-para-proteger-la-amazon%C3%ADa/a-62860684,DEFORESTACIÓN
2022-08-29 00:00:00,MAS COLOMBIA,"El 70% de la deforestación en Colombia se concentra en la Amazonía


Si bien Colombia es el segundo país más biodiverso del mundo, enfrenta una grave amenaza: la deforestación. En 2021, esta se incrementó en 1,5% frente al año anterior, hasta afectar 174.103 hectáreas de bosque natural, un área casi tan extensa como Bogotá.",https://mascolombia.com/el-70-de-la-deforestacion-en-colombia-se-concentra-en-la-amazonia/,DEFORESTACIÓN
2022-09-12 00:00:00,Mongabay Periodismo ambiental ,"La Amazonía colombiana perdió más de 52 mil hectáreas de bosque en el primer semestre de 2022  


Tan solo un mes y medio después de que Iván Duque dejó la Presidencia, el gobierno de Gustavo Petro presentó cifras actualizadas que muestran que la tendencia de la pérdida de bosques este año viene en aumento.
La ministra de Ambiente, Susana Muhamad, aseguró que se hizo un análisis de dos décadas y reveló que, entre 2001 y 2021, se deforestaron 3 182 876 hectáreas, de las cuales 1 858 285 (58 %) corresponden a la Amazonía del país.",https://es.mongabay.com/2022/09/amazonia-colombiana-perdio-mas-de-52-mil-hectareas-de-bosque/,DEFORESTACIÓN
2022-09-13 00:00:00,INFOBAE,"Destrucción del Amazonas: autoridades colombianas detuvieron brasileros que estaban afectando ocho kilómetros de río y selva



Los individuos llevaban a cabo actividades de minería ilegal en la zona en complicidad con el grupo armado organizado residual Estructura 48, Comandos de Frontera",https://www.infobae.com/america/colombia/2022/09/13/destruccion-del-amazonas-autoridades-colombianas-detuvieron-brasileros-que-estaban-afectando-ocho-kilometros-de-rio-y-selva/,MINERÍA
2022-12-02 00:00:00,RADIO NACIONAL DE COLOMBIA,"Ganadería extensiva, uno de los motores de la deforestación en Colombia


Según cifras del Ideam, solo en 2021 se deforestaron 174.113 hectáreas en el país, especialmente en la Amazonía.






",https://www.radionacional.co/actualidad/medio-ambiente/deforestacion-en-colombia-ganaderia-extensiva-y-sus-consecuencias,DEFORESTACIÓN
2023-02-09 00:00:00,DW NOTICIAS,"Brasil y Colombia luchan contra la minería ilegal del oro

La minería ilegal del oro amenaza el medio ambiente y a los pueblos indígenas de varios países sudamericanos. Brasil y Colombia han lanzado operaciones policiales y militares para luchar contra las explotaciones ilícitas, enviando efectivos a las regiones afectadas de la Amazonía.






",https://www.dw.com/es/brasil-y-colombia-luchan-contra-la-miner%C3%ADa-ilegal-del-oro/av-64650784,MINERÍA
1 de septiembre del 2021,EL ESPECTADOR,"Tras la raíz de los crímenes ambientales de la Amazonia

La compleja red de actores que han impulsado delitos como la deforestación, la minería ilegal y el tráfico de especies en la Amazonia en la última década son revelados en un nuevo informe de Insight Crime.",https://www.elespectador.com/ambiente/amazonas/tras-la-raiz-de-los-crimenes-ambientales-de-la-amazonia/,DEFORESTACIÓN
13 de febrero de 2022,NOTIICAS CARACOL ,"SOS por la Amazonía colombiana: 600.000 hectáreas han sido arrasadas en los últimos 5 años

Los bosques tienen enemigos claros: acaparamiento de tierras, ganadería extensiva, cultivos ilícitos, minería ilegal y tala. ¿Vamos a perder este pulmón?









",https://noticias.caracoltv.com/colombia/sos-por-la-amazonia-colombiana-600-000-hectareas-han-sido-arrasadas-en-los-ultimos-5-anos,DEFORESTACIÓN
16 de diciembre de 2020,MEER,"La tala ilegal en el Amazonas colombiano
Prácticas que legitiman el tráfico



En Colombia hay muchas normas para proteger el medio ambiente y, entre ellas, las suficientes para luchar contra la tala ilegal que ocasiona el 10% de la deforestación en el país. No obstante, en algún punto de la cadena de comercialización, gran parte de la madera que proviene de un área protegida pasa como legal. Esta madera, en su mayoría, se extrae del mayor bosque lluvioso tropical del planeta: el Amazonas.




",https://www.meer.com/es/63203-la-tala-ilegal-en-el-amazonas-colombiano,TALA ILEGAL
16 de junio de 2022,EL ESPECTADOR,"“Ganadería genera 60 veces más deforestación que el área por coca en la Amazonía”


Así lo concluye Paulo Murillo, topógrafo y PhD en geografía de la Oregon State University, en su tesis doctoral sobre la expansión de los cultivos de coca y ganadería extensiva en el posconflicto. Afirma que habitantes de los territorios se debaten entre su supervivencia y la protección del medioambiente.






",https://www.elespectador.com/colombia-20/conflicto/ganaderia-extensiva-es-el-principal-factor-deforestacion-en-la-amazonia-y-no-la-coca-dice-investigador/,DEFORESTACIÓN
19 de septiembre 2018,RADIO NACIONAL DE COLOMBIA,"Cultivos ilícitos crecieron un 17% en Colombia: UNODC

Por: Colprensa.La Oficina de Naciones Unidas contra la Droga y el Delito (UNODC) entregó el informe de monitoreo de cultivos ilícitos en Colombia, el cual registró en 2017 un crecimiento del 17% frente al 2016, para un total de 171 mil hectáreas cultivadas con coca en el país.

En la Amazonía se encontraron 302 hectáreas, 6% más que en 2016


",https://www.radionacional.co/cultura/cultivos-ilicitos-crecieron-un-17-en-colombia-unodc,CULTIVOS ILICITOS 
21 de marzo de 2021,wwf org,"La tala ilegal está devorando la selva colombiana: ¿quién está detrás?
Posted on 21 marzo 2021

Conoce a través de un video explicativo qué hechos de corrupción y criminalidad impulsan este fenómeno en el país y lo que podemos hacer desde nuestra cotidianidad para no contribuir a este negocio ilícito.








",https://www.wwf.org.co/?366170/La-tala-ilegal-esta-devorando-la-selva-colombiana-quien-esta-detrás,TALA ILEGAL
21 de noviembre de 2015,BBC,"Amazonía: la deforestación amenaza la mitad de las especies de árboles

Más de la mitad de las especies de árboles de la Amazonía están amenazadas, advirtió un estudio en el que participaron más de 150 científicos de 21 países.
Hasta ahora no existía una estimación fiable sobre cuántas especies de árboles estaban amenazadas.









",https://www.bbc.com/mundo/noticias/2015/11/151121_amazonia_arboles_extincion_am,DEFORESTACIÓN
23 de octubre 2013,EL TIEMPO ,,https://www.eltiempo.com/archivo/documento/CMS-13140404,DEFORESTACIÓN
24  de octubre 2023,SEMANA,,https://www.semana.com/nacion/articulo/amazonas-cultivos-ilicitos-deforestacion/362233-3/,DEFORESTACIÓN
24 de octubre 2013,MI PUTUMAYO NOTICIAS,"Cultivos ilícitos y deforestación, principales males de la Amazonía

Caquetá, Guaviare y Putumayo son los departamentos que han perdido más bosques.

Una deforestación que avanza sobre 87 mil hectáreas de bosque, impulsada por la contaminación y la llegada de empresas dedicadas a la explotación de la vegetación, y el incremento de los cultivos ilícitos se han consolidado como dos de los principales problemas que enfrenta la Amazonía colombiana.",ttps://miputumayo.com.co/2013/10/24/cultivos-ilicitos-y-deforestacion-principales-males-de-la-amazonia/,CULTIVOS ILICITOS Y DEFORESTACION 
30 de mayo de 2023,SEMANA,"Sucumbe la Amazonia colombiana: 75.000 hectáreas deforestadas este año

Vías, ganadería, coca, grupos armados y sequía, las principales causas. Así lo revela un análisis de la Fundación para la Conservación y Desarrollo Sostenible. Alertas del Ideam indican que en todo 2019, la región perdió 73.000 hectáreas.













",https://www.semana.com/impacto/articulo/sucumbe-la-amazonia-colombiana-75000-hectareas-deforestadas-este-ano/51466/,DEFORESTACIÓN
4 de mayo de 2015,AVADA,"Colombia | minería ilegal amenaza a diez especies de animales

La devastación que la minería ilegal deja a su paso ya está afectando varias especies de animales que habitan la selva colombiana. De acuerdo con un reporte del diario “El Universal“, son diez las especies damnificadas por la explotación ilegal de oro, coltán y hasta uranio. Tales actividades ilícitas tienen presencia en 12 regiones del país que incluyen 21 departamentos, según datos brindados por la Dirección Nacional de Fiscalías sobre minería ilegal.









",https://www.lasrutasdeloro.com/colombia-mineria-ilegal-amenaza-a-diez-especies-de-animales/,MINERÍA
6 de abril de 2021,CODS CENTRO DE LOS OBJETIVOS PARA EL DESARROLLO SOSTENIBLE PARA AMERRICA LATINA,"EL PESO DE LA COCA EN LA DEFORESTACION AMAZONICA 


El cultivo de la hoja de coca en la región de la Amazonia viene desde los tiempos ancestrales. Las comunidades amazónicas cuentan que los grupos indígenas que han habitado este territorio históricamente han sembrado coca, entre ellos los huitotos, muinane, andoques, nonuyas, mirañas, yucunas y matapís.









",https://cods.uniandes.edu.co/el-peso-de-la-coca-en-la-deforestacion-amazonica/,DEFORESTACIÓN
7 de julio de 2021,BLUE RADIO,"

Colombia perdió una área de bosque más grande que Bogotá en 2020


Colombia perdió 1.718 kilómetros cuadrados de bosque en 2020, un 
área ligeramente mayor a la de una ciudad de casi 8 millones de habitantes como Bogotá y que representa un aumento de 8% en comparación con el año anterior, informó este miércoles el Ministerio de Ambiente.

La tala y quema de bosques afectó principalmente (64%) a la Amazonía, el mayor bosque tropical del mundo que comparte con Brasil, Perú, Bolivia, Ecuador, Venezuela, Surinam, Guyana y Guayana Francesa.















",https://www.bluradio.com/medio-ambiente/deforestacion-en-colombia-aumento-8-en-2020-segun-minambiente,DEFORESTACIÓN
2016-10-21 00:00:00,EL ESPECTADOR,"Colombia ya destrozó un equivalente a 5 millones de canchas de futbol en el Amazonas, Una situación que preocupa a los investigadores es que la tasa a la  que se recuperan los bosques transformados es muy inferior a la tasa a la que son talados. Entre 2012 y 2014, los dos años analizados en los mapas, 445.000 hectáreas se transformaron en áreas seminaturales o transformadas. En ese mismo periodo de tiempo tan sólo 43.200 hectáreas se restauraron. Es decir, apenas un 10% se recuperó.",https://www.elespectador.com/ambiente/colombia-ya-destrozo-el-equivalente-a-5-millones-de-canchas-de-futbol-en-el-amazonas-article-661527/,DEFORESTACIÓN
12 de Septiembre 2022,global investivative journalism network ,"reportaron más de 1.200 derrames de petróleo en el área. Las poblaciones indígenas, así como la flora y fauna de la selva, sufren diariamente las consecuencias de manera más directa. la situación en el Amazonas empeora debido a las fallas de las autoridades para tratar con los perpetradores y prevenir los derrames",https://gijn.org/2022/09/12/espanol-investigar-derrames-petroleo/,derrame de petrolio 
18 de mayo de 2023,EL TIEMPO ,"LA MAYOR PARTE DEL HOLLIN SOBRE EL AMAZONAS VIENE DE AFRICA:                                                                                                                                                                                                los investigadores descubrieron que los incendios forestales y la sabana en llamas en el norte y el sur de África contribuyen sustancialmente a la contaminación del aire en la Amazonía central durante todo el año, por lo que juegan un papel importante en el balance de radiación de la tierra y el ciclo del agua. ",https://www.eltiempo.com/vida/medio-ambiente/la-mayor-parte-del-hollin-sobre-el-amazonas-viene-de-africa-769864,
16 de mayo 2016,NEWS MUNDO ,"Según la OPIAC, los menores fueron asesinados entre el Amazonas y el Caquetá, al sur de Colombia.                    La matanza de 4 menores en colombia por la que el presidente petro suspendio el cese al fuego con las disidencias de las FARC . El hecho fue denunciado tres días despues por la organizacion Nacional Nacional de los pueblos indígenas de la Amazonía Colombia (OPIAC) en redes sociales. ",https://www.bbc.com/mundo/noticias-america-latina-65605987,NARCOTRAFICO
17 de marzo del 2020 ,EL ESPECTADOR ,"Otro fenómeno que agudizó la pandemia
Frente al cierre de fronteras en 2020 y la retracción del Gobierno de zonas como la Amazonia, la exploración ilegal de oro en río avanzó kilómetros. Este fenómeno no solo potenció el número de contagios de coronavirus en la región, sino que puso en riesgo a pueblos indígenas en aislamiento, ya que se han reportado balsas mineras hasta a 10 kilómetros de distancia.",https://www.elespectador.com/ambiente/amazonas/mineria-ilegal-en-el-amazonas-otro-fenomeno-que-agudizo-la-pandemia-noticias-colombia/,MINERIA ILEGAL 
5 ABRIL 2018,CORTE SUPREMA DE COLOMBIA,"Tras advertir el alarmante incremento del 44% en la deforestación en la región –de 56.952 a 70.074 hectáreas entre 2015 y 2016– y que el Estado no ha enfrentado eficientemente esta problemática ambiental, la Corte Suprema de Justicia ordenó a la Presidencia de la República y a las demás autoridades nacionales, regionales y municipales involucradas en esta responsabilidad, adoptar un plan de acción de corto, mediano y largo plazo para proteger a la Amazonía Colombiana.",https://cortesuprema.gov.co/corte/index.php/2018/04/05/corte-suprema-ordena-proteccion-inmediata-de-la-amazonia-colombiana/,PLAN CONTRA LA PROTECCIÓN INMEDIATA DE LA AMAZONIA
